Symbol,Name,IPOyear,Sector,Industry
AG,First Majestic Silver Corp.,n/a,Basic Industries,Precious Metals
FRC,FIRST REPUBLIC BANK,n/a,n/a,n/a
FRC^D,FIRST REPUBLIC BANK,n/a,n/a,n/a
FRC^E,FIRST REPUBLIC BANK,n/a,n/a,n/a
FRC^F,FIRST REPUBLIC BANK,n/a,n/a,n/a
FRC^G,FIRST REPUBLIC BANK,n/a,n/a,n/a
FRC^H,FIRST REPUBLIC BANK,n/a,n/a,n/a
FFA,First Trust,2004,n/a,n/a
FMY,First Trust,2005,n/a,n/a
FDEU,First Trust Dynamic Europe Equity Income Fund,2015,n/a,n/a
FIF,First Trust Energy Infrastructure Fund,2011,n/a,n/a
FSD,First Trust High Income Long Short Fund,2010,n/a,n/a
FPF,First Trust Intermediate Duration Preferred & Income Fund,2013,n/a,n/a
FEI           ,First Trust MLP and Energy Income Fund,2012,n/a,n/a
FPL,First Trust New Opportunities MLP & Energy Fund,2014,n/a,n/a
FIV,First Trust Senior Floating Rate 2022 Target Term Fund,2016,n/a,n/a
FCT,First Trust Senior Floating Rate Income Fund II,2004,n/a,n/a
FGB,First Trust Specialty Finance and Financial Opportunities Fund,2007,n/a,n/a
FHY,First Trust Strategic High Income Fund II,n/a,n/a,n/a
FEO,First Trust/Aberdeen Emerging Opportunity Fund,n/a,n/a,n/a
FAM,First Trust/Aberdeen Global Opportunity Income Fund,2006,n/a,n/a
FE,FirstEnergy Corporation,n/a,Public Utilities,Electric Utilities: Central
FIT,"Fitbit, Inc.",2015,Technology,Computer Manufacturing
OAKS,Five Oaks Investment Corp.,2013,Consumer Services,Real Estate Investment Trusts
OAKS^A,Five Oaks Investment Corp.,n/a,n/a,n/a
FPH,"Five Point Holdings, LLC",2017,Finance,Real Estate
FBC,"Flagstar Bancorp, Inc.",n/a,Finance,Savings Institutions
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,2013,n/a,n/a
PFD,Flaherty & Crumrine Preferred Income Fund Incorporated,1991,n/a,n/a
PFO,Flaherty & Crumrine Preferred Income Opportunity Fund Inc,1992,n/a,n/a
FFC,Flaherty & Crumrine Preferred Securities Income Fund Inc,2003,n/a,n/a
FLC,Flaherty & Crumrine Total Return Fund Inc,2003,n/a,n/a
FLT,"FleetCor Technologies, Inc.",2010,Miscellaneous,Business Services
FND,"Floor & Decor Holdings, Inc.",2017,Consumer Services,RETAIL: Building Materials
FTK,"Flotek Industries, Inc.",n/a,Basic Industries,Major Chemicals
FLO,"Flowers Foods, Inc.",n/a,Consumer Non-Durables,Packaged Foods
FLS,Flowserve Corporation,n/a,Capital Goods,Fluid Controls
FLR,Fluor Corporation,n/a,Basic Industries,Military/Government/Technical
FLY,Fly Leasing Limited,2007,n/a,n/a
FMC,FMC Corporation,n/a,Basic Industries,Major Chemicals
FMX,Fomento Economico Mexicano S.A.B. de C.V.,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
FL,"Foot Locker, Inc.",n/a,Consumer Services,Clothing/Shoe/Accessory Stores
F,Ford Motor Company,n/a,Capital Goods,Auto Manufacturing
FELP,Foresight Energy LP,2014,Energy,Coal Mining
FCE.A,"Forest City Realty Trust, Inc.",n/a,n/a,n/a
FOR,Forestar Group Inc,2017,Finance,Real Estate
FTS,Fortis Inc.,2016,Public Utilities,Electric Utilities: Central
FTV,Fortive Corporation,2016,Capital Goods,Industrial Machinery/Components
FTAI,Fortress Transportation and Infrastructure Investors LLC,2015,n/a,n/a
FSM,Fortuna Silver Mines Inc.,n/a,Basic Industries,Precious Metals
FBHS,"Fortune Brands Home & Security, Inc.",n/a,Basic Industries,Homebuilding
FET,"Forum Energy Technologies, Inc.",2012,Energy,Metal Fabrications
FBM,"Foundation Building Materials, Inc.",2017,Consumer Services,RETAIL: Building Materials
FCPT,"Four Corners Property Trust, Inc.",2015,Consumer Services,Real Estate Investment Trusts
FEDU,Four Seasons Education (Cayman) Inc.,2017,Consumer Services,Other Consumer Services
FNV,Franco-Nevada Corporation,n/a,Basic Industries,Precious Metals
FC,Franklin Covey Company,n/a,Consumer Services,Other Consumer Services
FSB,"Franklin Financial Network, Inc.",2015,Finance,Major Banks
BEN,"Franklin Resources, Inc.",n/a,Finance,Investment Managers
FT,Franklin Universal Trust,n/a,n/a,n/a
FI,Frank&#39;s International N.V.,2013,Energy,Oilfield Services/Equipment
FCX,"Freeport-McMoran, Inc.",n/a,Basic Industries,Precious Metals
FMS,Fresenius Medical Care Corporation,n/a,Health Care,Hospital/Nursing Management
FDP,"Fresh Del Monte Produce, Inc.",1997,Consumer Non-Durables,Farming/Seeds/Milling
RESI,Front Yard Residential Corporation,n/a,Finance,Real Estate
FRO,Frontline Ltd.,n/a,Transportation,Marine Transportation
FSIC,FS Investment Corporation,2014,n/a,n/a
FCN,"FTI Consulting, Inc.",n/a,Consumer Services,Professional Services
FTSI,"FTS International, Inc.",2018,Energy,Oilfield Services/Equipment
FF,FutureFuel Corp.,n/a,Basic Industries,Major Chemicals
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The)",n/a,n/a,n/a
GCV^B,"Gabelli Convertible and Income Securities Fund, Inc. (The)",n/a,n/a,n/a
GDV,Gabelli Dividend,2003,n/a,n/a
GDV^A,Gabelli Dividend,n/a,n/a,n/a
GDV^D,Gabelli Dividend,n/a,n/a,n/a
GDV^G,Gabelli Dividend,n/a,n/a,n/a
GAB,"Gabelli Equity Trust, Inc. (The)",1986,n/a,n/a
GAB^D,"Gabelli Equity Trust, Inc. (The)",n/a,n/a,n/a
GAB^G,"Gabelli Equity Trust, Inc. (The)",n/a,n/a,n/a
GAB^H,"Gabelli Equity Trust, Inc. (The)",n/a,n/a,n/a
GAB^J,"Gabelli Equity Trust, Inc. (The)",n/a,n/a,n/a
GGZ,Gabelli Global Small and Mid Cap Value Trust (The),2014,n/a,n/a
GGZ^A,Gabelli Global Small and Mid Cap Value Trust (The),n/a,n/a,n/a
GGT,Gabelli Multi-Media Trust Inc. (The),n/a,n/a,n/a
GGT^B,Gabelli Multi-Media Trust Inc. (The),n/a,n/a,n/a
GGT^E,Gabelli Multi-Media Trust Inc. (The),n/a,n/a,n/a
GUT,Gabelli Utility Trust (The),n/a,n/a,n/a
GUT^A,Gabelli Utility Trust (The),n/a,n/a,n/a
GUT^C,Gabelli Utility Trust (The),n/a,n/a,n/a
GFA,Gafisa SA,2007,Basic Industries,Homebuilding
GCAP,"GAIN Capital Holdings, Inc.",2010,Finance,Investment Bankers/Brokers/Service
GBL,"Gamco Investors, Inc.",1999,Finance,Investment Bankers/Brokers/Service
GNT,"GAMCO Natural Resources, Gold & Income Tust ",2011,n/a,n/a
GNT^A,"GAMCO Natural Resources, Gold & Income Tust ",n/a,n/a,n/a
GME,Gamestop Corporation,2002,Consumer Services,Electronics Distribution
GPS,"Gap, Inc. (The)",n/a,Consumer Services,Clothing/Shoe/Accessory Stores
GDI,"Gardner Denver Holdings, Inc.",2017,Technology,Industrial Machinery/Components
IT,"Gartner, Inc.",1993,Consumer Services,Other Consumer Services
GLOG,GasLog LP.,2012,Consumer Services,Marine Transportation
GLOG^A,GasLog LP.,n/a,n/a,n/a
GLOP,GasLog Partners LP,2014,Consumer Services,Marine Transportation
GLOP^A,GasLog Partners LP,n/a,n/a,n/a
GLOP^B,GasLog Partners LP,n/a,n/a,n/a
GTES,Gates Industrial Corporation plc,2018,Technology,Industrial Machinery/Components
GATX,GATX Corporation,n/a,Consumer Services,Transportation Services
GMTA,GATX Corporation,2016,Consumer Services,Transportation Services
GZT,Gazit-Globe Ltd.,2011,Finance,Real Estate
GCP,GCP Applied Technologies Inc.,2016,Basic Industries,Major Chemicals
GNK,Genco Shipping & Trading Limited ,n/a,Transportation,Marine Transportation
GNRT,"Gener8 Maritime, Inc.",2015,Transportation,Marine Transportation
GNRC,Generac Holdlings Inc.,2010,Consumer Durables,Metal Fabrications
GAM,"General American Investors, Inc.",n/a,n/a,n/a
GAM^B,"General American Investors, Inc.",n/a,n/a,n/a
BGC,General Cable Corporation,1997,Basic Industries,Telecommunications Equipment
GD,General Dynamics Corporation,n/a,Capital Goods,Marine Transportation
GEK,General Electric Capital Corporation,n/a,Energy,Consumer Electronics/Appliances
GE,General Electric Company,n/a,Energy,Consumer Electronics/Appliances
GIS,"General Mills, Inc.",n/a,Consumer Non-Durables,Packaged Foods
GM,General Motors Company,2010,Capital Goods,Auto Manufacturing
GM.WS.B,General Motors Company,n/a,n/a,n/a
GCO,Genesco Inc.,n/a,Consumer Services,Clothing/Shoe/Accessory Stores
GWR,"Genesee & Wyoming, Inc.",n/a,Transportation,Railroads
GEL,"Genesis Energy, L.P.",1996,Energy,Oil Refining/Marketing
GEN           ,"Genesis Healthcare, Inc.",n/a,Health Care,Hospital/Nursing Management
GNE,Genie Energy Ltd.,2011,Public Utilities,Power Generation
GNE^A,Genie Energy Ltd.,n/a,n/a,n/a
G,Genpact Limited,2007,Consumer Services,Professional Services
GPC,Genuine Parts Company,n/a,Capital Goods,Automotive Aftermarket
GNW,Genworth Financial Inc,2004,Finance,Life Insurance
GEO,Geo Group Inc (The),n/a,Consumer Services,Real Estate Investment Trusts
GPRK,Geopark Ltd,2014,Energy,Oil & Gas Production
GPJA,Georgia Power Company,2017,Public Utilities,Electric Utilities: Central
GGB,Gerdau S.A.,n/a,Capital Goods,Steel/Iron Ore
GTY,Getty Realty Corporation,n/a,Finance,Real Estate
GGP,GGP Inc.,n/a,Consumer Services,Real Estate Investment Trusts
GGP^A,GGP Inc.,n/a,Consumer Services,Real Estate Investment Trusts
GIG,"GigCapital, Inc.",2018,Finance,Business Services
GIG.U,"GigCapital, Inc.",2017,n/a,n/a
GIG.WS,"GigCapital, Inc.",n/a,n/a,n/a
GIG~,"GigCapital, Inc.",n/a,n/a,n/a
GIL,"Gildan Activewear, Inc.",1998,Consumer Non-Durables,Apparel
GLT,Glatfelter,n/a,Basic Industries,Paper
GKOS,Glaukos Corporation,2015,Health Care,Medical/Dental Instruments
GSK,GlaxoSmithKline PLC,n/a,Health Care,Major Pharmaceuticals
BRSS,"Global Brass and Copper Holdings, Inc.",2013,Capital Goods,Metal Fabrications
GMRE,Global Medical REIT Inc.,2016,Consumer Services,Real Estate Investment Trusts
GMRE^A,Global Medical REIT Inc.,n/a,n/a,n/a
GNL,"Global Net Lease, Inc.",2015,Consumer Services,Real Estate Investment Trusts
GNL^A,"Global Net Lease, Inc.",n/a,n/a,n/a
GLP,Global Partners LP,2005,Energy,Oil Refining/Marketing
GPN,Global Payments Inc.,n/a,Miscellaneous,Business Services
GSL,"Global Ship Lease, Inc.",n/a,Transportation,Marine Transportation
GSL^B,"Global Ship Lease, Inc.",n/a,n/a,n/a
GLOB,Globant S.A.,2014,Technology,EDP Services
GMED,"Globus Medical, Inc.",2012,Health Care,Medical/Dental Instruments
GMS,GMS Inc.,2016,Consumer Services,RETAIL: Building Materials
GNC,"GNC Holdings, Inc.",2011,Consumer Non-Durables,Food Chains
GDDY,GoDaddy Inc.,2015,Technology,EDP Services
GOL,Gol Linhas Aereas Inteligentes S.A.,2004,Transportation,Air Freight/Delivery Services
GFI,Gold Fields Limited,n/a,Basic Industries,Precious Metals
GG,Goldcorp Inc.,n/a,Basic Industries,Precious Metals
GSBD,"Goldman Sachs BDC, Inc.",2015,n/a,n/a
GS,"Goldman Sachs Group, Inc. (The)",1999,Finance,Investment Bankers/Brokers/Service
GS^A,"Goldman Sachs Group, Inc. (The)",n/a,n/a,n/a
GS^B,"Goldman Sachs Group, Inc. (The)",n/a,n/a,n/a
GS^C,"Goldman Sachs Group, Inc. (The)",n/a,n/a,n/a
GS^D,"Goldman Sachs Group, Inc. (The)",n/a,n/a,n/a
GS^J,"Goldman Sachs Group, Inc. (The)",n/a,n/a,n/a
GS^K,"Goldman Sachs Group, Inc. (The)",n/a,n/a,n/a
GS^N,"Goldman Sachs Group, Inc. (The)",n/a,n/a,n/a
GER,Goldman Sachs MLP Energy Renaissance Fund,1986,n/a,n/a
GMZ,Goldman Sachs MLP Income Opportunities Fund,2013,n/a,n/a
GRC,Gorman-Rupp Company (The),n/a,Capital Goods,Fluid Controls
GPX,GP Strategies Corporation,n/a,Consumer Services,Other Consumer Services
GGG,Graco Inc.,n/a,Capital Goods,Fluid Controls
GHM,Graham Corporation,n/a,Technology,Industrial Machinery/Components
GHC,Graham Holdings Company,n/a,Consumer Services,Other Consumer Services
GPT,Gramercy Property Trust,n/a,Consumer Services,Real Estate Investment Trusts
GPT^A,Gramercy Property Trust Inc.,n/a,n/a,n/a
GRAM,Grana y Montero S.A.A.,2013,Basic Industries,Military/Government/Technical
GVA,Granite Construction Incorporated,n/a,Basic Industries,Military/Government/Technical
GPMT,Granite Point Mortgage Trust Inc.,2017,Consumer Services,Real Estate Investment Trusts
GRP.U,Granite Real Estate Inc.,n/a,n/a,n/a
GPK,Graphic Packaging Holding Company,n/a,Consumer Durables,Containers/Packaging
GTN,"Gray Television, Inc.",n/a,Consumer Services,Broadcasting
GTN.A,"Gray Television, Inc.",n/a,n/a,n/a
AJX,Great Ajax Corp.,2015,Consumer Services,Real Estate Investment Trusts
AJXA,Great Ajax Corp.,2017,Consumer Services,Real Estate Investment Trusts
GXP,Great Plains Energy Inc,n/a,Public Utilities,Electric Utilities: Central
GWB,"Great Western Bancorp, Inc.",2014,Finance,Major Banks
GDOT,Green Dot Corporation,2010,Finance,Finance: Consumer Services
GBX,"Greenbrier Companies, Inc. (The)",1994,Capital Goods,Railroads
GHL,"Greenhill & Co., Inc.",2004,Finance,Investment Bankers/Brokers/Service
GEF,Greif Bros. Corporation,n/a,n/a,n/a
GEF.B,Greif Bros. Corporation,n/a,n/a,n/a
GFF,Griffon Corporation,n/a,Capital Goods,Building Products
GPI,"Group 1 Automotive, Inc.",1997,Consumer Durables,Automotive Aftermarket
GRUB,GrubHub Inc.,2014,Miscellaneous,Business Services
PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",2006,Transportation,Aerospace
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",n/a,Transportation,Aerospace
AVAL,Grupo Aval Acciones y Valores S.A.,2014,Finance,Commercial Banks
SUPV,Grupo Supervielle S.A.,2016,Finance,Commercial Banks
TV,Grupo Televisa S.A.,1993,Consumer Services,Broadcasting
GTT,"GTT Communications, Inc.",n/a,Public Utilities,Telecommunications Equipment
GSH,Guangshen Railway Company Limited,n/a,Transportation,Railroads
GES,"Guess?, Inc.",1996,Consumer Non-Durables,Apparel
GGM,Guggenheim Credit Allocation Fund,2013,n/a,n/a
GPM,Guggenheim Enhanced Equity Income Fund,n/a,n/a,n/a
GOF,Guggenheim Strategic Opportunities Fund,n/a,n/a,n/a
GBAB,Guggenheim Taxable Municipal Managed Duration Trst,2010,n/a,n/a
GWRE,"Guidewire Software, Inc.",2012,Technology,Computer Software: Prepackaged Software
HRB,"H&R Block, Inc.",n/a,Consumer Services,Other Consumer Services
FUL,H. B. Fuller Company,n/a,Basic Industries,Home Furnishings
HAE,Haemonetics Corporation,1991,Health Care,Medical/Dental Instruments
HK,Halcon Resources Corporation,n/a,Energy,Oil & Gas Production
HK.WS,Halcon Resources Corporation,n/a,n/a,n/a
HAL,Halliburton Company,n/a,Energy,Oilfield Services/Equipment
HYH,"Halyard Health, Inc.",2014,Health Care,Industrial Specialties
HBB,Hamilton Beach Brands Holding Company,2017,Consumer Durables,Home Furnishings
HBI,Hanesbrands Inc.,n/a,Consumer Services,Clothing/Shoe/Accessory Stores
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",2013,Consumer Services,Real Estate Investment Trusts
HOG,"Harley-Davidson, Inc.",n/a,Consumer Non-Durables,Motor Vehicles
HMY,Harmony Gold Mining Company Limited,n/a,Basic Industries,Precious Metals
HRS,Harris Corporation,n/a,Capital Goods,Industrial Machinery/Components
HSC,Harsco Corporation,n/a,Capital Goods,Metal Fabrications
HHS,"Harte-Hanks, Inc.",1993,Technology,Advertising
HGH,"Hartford Financial Services Group, Inc. (The)",n/a,Finance,Property-Casualty Insurers
HIG,"Hartford Financial Services Group, Inc. (The)",n/a,Finance,Property-Casualty Insurers
HIG.WS,"Hartford Financial Services Group, Inc. (The)",n/a,n/a,n/a
HVT,"Haverty Furniture Companies, Inc.",n/a,Consumer Services,Other Specialty Stores
HVT.A,"Haverty Furniture Companies, Inc.",n/a,n/a,n/a
HE,"Hawaiian Electric Industries, Inc.",n/a,Public Utilities,Electric Utilities: Central
HE^U,"Hawaiian Electric Industries, Inc.",n/a,n/a,n/a
HCHC,"HC2 Holdings, Inc.",n/a,Capital Goods,Metal Fabrications
HCA,"HCA Healthcare, Inc.",2011,Health Care,Hospital/Nursing Management
HCI,"HCI Group, Inc.",n/a,Finance,Property-Casualty Insurers
HCP,"HCP, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
HDB,HDFC Bank Limited,2001,Finance,Commercial Banks
HR,Healthcare Realty Trust Incorporated,1993,Consumer Services,Real Estate Investment Trusts
HTA,"Healthcare Trust of America, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
HL,Hecla Mining Company,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
HL^B,Hecla Mining Company,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
HEI,Heico Corporation,n/a,Capital Goods,Aerospace
HEI.A,Heico Corporation,n/a,n/a,n/a
HLX,"Helix Energy Solutions Group, Inc.",n/a,Energy,Oilfield Services/Equipment
HP,"Helmerich & Payne, Inc.",n/a,Energy,Oil & Gas Production
HLF,Herbalife LTD.,2004,Health Care,Other Pharmaceuticals
HRI,Herc Holdings Inc.,2016,n/a,n/a
HTGC,"Hercules Capital, Inc.",2012,n/a,n/a
HTGX,"Hercules Capital, Inc.",2014,n/a,n/a
HRTG,"Heritage Insurance Holdings, Inc.",2014,Finance,Property-Casualty Insurers
HT,Hersha Hospitality Trust,1999,Consumer Services,Real Estate Investment Trusts
HT^C,Hersha Hospitality Trust,n/a,n/a,n/a
HT^D,Hersha Hospitality Trust,n/a,n/a,n/a
HT^E,Hersha Hospitality Trust,n/a,n/a,n/a
HSY,Hershey Company (The),n/a,Consumer Non-Durables,Specialty Foods
HTZ,"Hertz Global Holdings, Inc",2016,Consumer Services,Rental/Leasing Companies
HES,Hess Corporation,n/a,Energy,Integrated oil Companies
HES^A,Hess Corporation,n/a,n/a,n/a
HESM,Hess Midstream Partners LP,2017,Energy,Oil & Gas Production
HPE,Hewlett Packard Enterprise Company,2015,Technology,Computer Manufacturing
HXL,Hexcel Corporation,n/a,Basic Industries,Major Chemicals
HF,"HFF, Inc.",2007,Consumer Services,Real Estate
HCLP,Hi-Crush Partners LP,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
HFRO,Highland Floating Rate Opportunities Fund,2017,n/a,n/a
HIW,"Highwoods Properties, Inc.",1994,Consumer Services,Real Estate Investment Trusts
HIL,"Hill International, Inc.",n/a,Consumer Services,Military/Government/Technical
HI,Hillenbrand Inc,n/a,Consumer Durables,Miscellaneous manufacturing industries
HRC,Hill-Rom Holdings Inc,n/a,Health Care,Medical/Dental Instruments
HTH,Hilltop Holdings Inc.,n/a,Finance,Major Banks
HGV,Hilton Grand Vacations Inc.,2016,Consumer Services,Hotels/Resorts
HLT,Hilton Worldwide Holdings Inc.,2016,Consumer Services,Hotels/Resorts
HNI,HNI Corporation,n/a,Consumer Durables,Office Equipment/Supplies/Services
HMLP,Hoegh LNG Partners LP,2014,Consumer Services,Marine Transportation
HMLP^A,Hoegh LNG Partners LP,n/a,n/a,n/a
HEP,"Holly Energy Partners, L.P.",2004,Energy,Natural Gas Distribution
HFC,HollyFrontier Corporation,n/a,Energy,Integrated oil Companies
HD,"Home Depot, Inc. (The)",n/a,Consumer Services,RETAIL: Building Materials
HMC,"Honda Motor Company, Ltd.",n/a,Capital Goods,Auto Manufacturing
HON,Honeywell International Inc.,n/a,Capital Goods,Auto Parts:O.E.M.
HMN,Horace Mann Educators Corporation,1991,Finance,Property-Casualty Insurers
HZN,Horizon Global Corporation,2015,Capital Goods,Auto Parts:O.E.M.
HTFA,Horizon Technology Finance Corporation,2017,n/a,n/a
HRL,Hormel Foods Corporation,n/a,Consumer Non-Durables,Meat/Poultry/Fish
HOS,Hornbeck Offshore Services,2004,Consumer Services,Marine Transportation
HST,"Host Hotels & Resorts, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
HLI,"Houlihan Lokey, Inc.",2015,Finance,Investment Managers
HOV,Hovnanian Enterprises Inc,n/a,Capital Goods,Homebuilding
HHC,Howard Hughes Corporation (The),n/a,Consumer Services,Real Estate Investment Trusts
HPQ,HP Inc.,n/a,Technology,Computer Manufacturing
HRG,"HRG Group, Inc.",n/a,Miscellaneous,Industrial Machinery/Components
HSBC,HSBC Holdings plc,n/a,Finance,Savings Institutions
HSBC^A,HSBC Holdings plc,n/a,n/a,n/a
HSEA,HSBC Holdings plc,n/a,Finance,Savings Institutions
HSEB,HSBC Holdings plc,n/a,Finance,Savings Institutions
HMI,Huami Corporation,2018,Technology,Computer Manufacturing
HNP,"Huaneng Power International, Inc.",1994,Public Utilities,Electric Utilities: Central
HUBB,Hubbell Inc,2015,Capital Goods,Electrical Products
HUBS,"HubSpot, Inc.",2014,Technology,Computer Software: Prepackaged Software
HBM,Hudbay Minerals Inc.,n/a,Basic Industries,Precious Metals
HBM.WS,Hudbay Minerals Inc.,n/a,n/a,n/a
HUD,Hudson Ltd.,2018,Consumer Services,Department/Specialty Retail Stores
HPP,"Hudson Pacific Properties, Inc.",2010,Finance,Real Estate
HGT,Hugoton Royalty Trust,1999,Energy,Oil & Gas Production
HUM,Humana Inc.,n/a,Health Care,Medical Specialities
HII,"Huntington Ingalls Industries, Inc.",n/a,Capital Goods,Marine Transportation
HUN,Huntsman Corporation,2005,Basic Industries,Major Chemicals
